Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Skill_React,Skill_NodeJS,Skill_Python,Skill_MongoDB
19,68,2,2,1,6,98,1,1,2,1,2,1,2,1,0,1,1,0,64,3,1,1,2
20,79,0,2,0,7,66,1,1,3,0,2,1,0,3,0,0,2,0,68,3,4,5,4
23,63,1,2,1,9,84,0,1,0,0,2,1,1,3,0,1,2,0,64,4,3,5,3
25,94,0,2,0,7,86,1,0,2,1,2,0,0,4,0,0,1,1,70,1,1,1,3
16,89,0,2,1,7,83,0,1,0,1,0,1,2,4,0,2,1,1,70,1,1,5,1
13,98,0,1,1,6,56,2,1,1,0,1,1,0,3,0,0,1,0,67,2,5,3,5
14,88,0,0,1,8,77,2,1,2,2,2,1,2,3,0,0,0,1,69,1,5,1,1
17,98,0,2,0,7,88,2,1,2,1,0,0,0,4,0,1,0,1,70,3,1,5,4
18,82,0,0,0,6,60,2,1,5,2,0,1,0,3,0,0,2,1,69,3,1,3,2
15,84,2,1,1,9,67,2,1,1,2,0,0,0,3,0,0,1,1,65,3,5,3,4
12,99,2,0,1,10,60,2,1,0,1,1,1,0,1,0,1,1,1,66,2,4,4,4
17,86,0,0,1,7,94,2,1,2,2,2,1,1,3,0,1,1,1,70,3,2,3,1
21,61,2,1,1,7,93,1,1,1,1,0,0,0,5,0,1,2,1,63,1,2,2,2
24,89,1,2,0,5,58,2,1,3,0,2,1,2,3,0,1,2,0,69,4,1,1,5
17,96,0,0,1,8,88,2,1,4,1,1,0,2,4,0,2,2,1,74,4,5,1,4
18,92,2,2,1,8,68,1,1,2,0,0,0,2,3,0,1,2,1,70,5,3,1,5
14,83,0,2,0,7,84,2,1,1,1,2,1,1,3,0,1,2,0,66,1,3,5,2
20,87,1,0,1,6,75,2,1,0,1,2,1,2,3,1,2,2,1,68,3,2,5,2
15,100,2,1,0,10,74,2,1,2,2,2,1,0,5,0,1,0,1,67,4,4,2,1
23,64,2,2,1,8,94,1,1,2,2,2,0,2,5,0,1,1,0,66,1,2,3,3
9,87,0,2,0,6,82,2,1,0,1,2,1,0,3,0,0,2,0,65,4,1,5,1
18,71,1,2,1,8,62,2,1,3,0,0,1,2,2,0,0,2,1,66,3,4,3,5
22,86,0,2,1,7,56,2,1,1,0,2,0,2,4,0,1,1,1,69,4,3,3,1
21,84,1,2,0,7,97,2,1,2,1,1,1,1,4,0,1,1,0,67,5,5,5,2
36,66,1,0,1,8,58,0,1,1,2,2,1,2,3,0,0,0,1,69,5,5,5,4
22,68,2,2,0,4,87,0,1,2,2,2,1,1,3,0,2,0,0,66,4,1,2,3
14,85,2,2,0,4,75,0,1,2,0,2,1,0,1,1,1,0,0,64,1,2,4,2
19,65,2,2,0,9,57,1,1,1,2,2,1,2,2,1,1,2,0,61,1,1,1,4
9,71,1,0,1,7,89,2,1,0,1,2,1,0,2,0,1,2,1,61,1,5,5,5
20,93,2,2,1,6,95,1,1,1,2,0,1,0,4,0,0,1,1,70,4,3,5,5
15,73,2,0,0,5,56,2,1,1,2,2,1,2,2,0,2,2,0,65,1,5,3,5
25,80,0,1,0,7,53,2,1,1,2,2,0,1,3,0,0,1,1,67,3,4,4,1
17,98,1,2,0,7,92,2,1,0,0,2,0,2,0,0,0,2,1,69,5,5,5,5
19,69,2,1,1,9,75,2,1,2,2,1,1,0,5,0,1,1,0,63,3,5,4,5
16,76,2,2,0,8,84,0,1,1,0,0,1,1,4,0,1,2,1,66,1,4,1,1
30,84,0,2,1,7,72,2,1,3,2,2,1,2,2,0,1,2,1,73,3,2,3,4
18,90,0,0,0,8,71,0,0,0,1,2,1,1,3,0,1,2,0,68,1,5,2,2
31,96,0,0,1,9,65,0,1,0,1,2,0,2,2,0,1,0,1,74,4,1,1,3
25,97,1,2,1,8,78,2,1,0,2,2,1,1,3,0,1,2,1,70,3,5,4,5
23,91,0,1,1,8,58,2,1,0,2,2,1,2,2,0,1,0,1,68,4,1,4,5
22,69,0,0,0,7,86,1,1,1,0,2,1,2,4,1,1,1,0,67,4,4,1,5
22,61,0,2,0,6,77,1,1,1,2,2,1,2,4,0,2,1,1,65,2,5,4,1
8,75,2,2,0,5,92,2,1,5,0,0,1,2,4,0,1,1,1,66,1,4,2,1
18,66,0,2,1,5,96,2,1,0,1,2,1,1,5,0,1,1,0,64,5,4,2,1
25,88,2,2,1,8,95,1,1,1,0,0,1,1,4,0,1,2,0,72,1,2,4,3
20,86,2,2,1,8,80,0,1,2,2,2,1,1,2,0,0,2,1,70,5,5,4,2
12,62,2,2,1,9,66,2,1,1,1,2,0,1,2,0,0,1,0,60,1,1,2,5
20,93,2,2,1,8,68,2,1,1,1,1,1,1,3,0,1,1,1,68,4,1,4,4
30,70,2,0,1,9,83,2,1,1,0,2,0,1,2,0,2,2,0,71,3,5,5,5
27,77,2,2,1,7,86,1,1,1,0,2,1,1,3,0,1,1,1,68,3,2,3,5
20,87,0,2,1,8,58,1,1,2,1,2,1,0,2,1,2,2,1,67,2,2,5,5
26,77,2,2,1,5,100,1,1,1,1,0,0,2,5,0,1,2,0,70,5,2,4,5
18,78,2,0,0,7,55,0,1,0,0,2,1,0,3,0,1,2,1,65,5,1,4,2
10,63,2,2,0,4,80,2,1,0,1,2,1,2,3,0,0,2,1,60,5,4,3,4
14,76,0,1,0,7,77,1,0,2,0,2,1,2,4,0,0,2,1,65,4,2,4,1
29,91,2,2,0,9,80,1,1,0,1,0,1,0,4,0,1,2,0,70,5,1,3,4
18,97,1,1,1,7,77,2,1,4,1,1,0,1,4,0,2,2,1,69,3,1,2,5
19,77,0,1,0,8,53,2,1,1,1,2,0,2,3,0,1,2,1,64,4,4,3,4
18,77,1,2,0,7,100,2,1,2,0,0,0,2,3,1,1,2,1,67,1,5,3,5
31,88,1,2,1,6,99,1,1,2,0,1,1,0,3,0,2,2,1,73,5,5,5,4
30,98,2,0,0,7,76,0,1,1,1,2,1,1,3,0,0,2,1,74,5,2,4,3
33,71,2,1,1,9,60,2,1,0,2,2,1,2,4,1,1,2,1,67,1,2,2,4
19,78,1,0,1,8,59,2,1,2,0,2,1,2,1,0,1,2,1,66,5,4,1,1
22,92,2,2,0,6,53,2,1,4,0,2,1,1,4,1,1,2,1,69,1,2,3,1
11,84,0,2,0,5,81,1,1,1,1,2,0,0,3,0,1,1,0,64,4,4,1,4
29,64,2,0,1,7,74,2,1,0,0,2,1,2,2,0,2,2,0,69,3,1,4,4
13,85,1,0,1,6,71,2,1,1,1,2,1,2,3,0,1,2,0,66,1,2,3,2
21,67,0,2,1,7,76,2,1,1,2,0,0,1,2,1,1,2,1,65,2,1,1,4
13,80,2,2,1,5,94,0,1,1,2,2,0,2,3,0,1,2,0,67,1,3,5,1
16,81,2,0,0,9,54,2,1,3,2,0,1,0,3,0,2,1,1,67,5,4,1,3
15,95,2,2,0,7,77,0,1,0,1,2,0,1,3,0,1,2,0,68,4,3,5,1
16,78,2,1,0,7,85,2,1,4,2,2,1,1,2,1,1,2,1,65,4,2,2,2
17,71,2,1,1,6,99,1,1,4,2,2,1,2,3,1,2,2,1,66,1,1,4,4
17,69,0,2,1,7,87,1,1,2,1,2,1,1,3,0,0,2,1,65,3,2,1,3
25,95,2,2,1,7,77,0,0,0,1,0,1,1,3,0,2,2,1,71,2,3,3,1
13,67,2,0,1,6,88,2,1,0,1,2,1,1,3,0,0,1,0,63,4,2,4,3
21,77,0,1,1,7,100,1,1,2,0,0,1,2,4,0,0,2,0,70,5,5,1,5
27,67,0,0,1,9,94,0,1,0,0,1,1,2,2,0,0,2,0,70,5,3,3,1
17,91,1,2,1,4,54,0,1,3,1,2,1,1,4,0,0,1,0,67,3,2,3,5
16,79,0,2,1,7,79,0,1,2,0,0,1,2,2,0,1,1,1,68,4,1,3,3
19,74,2,1,1,6,89,2,0,0,0,2,1,1,2,0,1,1,1,63,1,2,3,4
27,74,2,0,1,9,84,1,1,3,0,2,0,0,3,0,0,2,0,70,5,1,1,4
21,94,2,2,0,7,71,1,0,1,1,0,0,1,2,0,2,2,1,69,3,5,2,4
17,82,2,2,1,5,66,2,1,1,2,1,1,2,3,0,1,2,0,66,4,2,5,5
23,89,1,0,0,7,81,2,1,2,1,0,1,1,2,0,2,1,1,70,4,5,5,4
13,96,2,0,0,8,71,1,1,1,2,1,1,2,3,0,1,2,1,68,4,3,5,2
24,96,2,2,0,10,70,2,1,0,0,2,1,0,4,0,1,2,0,70,4,1,2,1
22,73,1,0,1,4,92,2,1,0,1,2,1,2,4,0,2,1,1,67,4,3,3,1
18,98,2,0,1,5,66,2,1,0,2,2,0,0,0,0,2,2,1,69,5,1,3,3
15,61,0,1,1,9,82,2,1,2,2,0,1,2,2,0,2,2,1,64,3,5,4,5
15,75,0,2,0,5,94,1,0,1,1,2,1,0,3,1,1,1,0,62,4,4,5,1
23,96,2,2,0,7,81,2,1,1,1,2,0,2,2,0,2,1,1,71,2,2,5,5
27,71,0,2,1,6,75,2,1,2,2,0,0,1,4,0,1,2,1,69,2,5,3,3
16,71,2,0,1,6,52,1,1,0,0,0,1,1,1,0,1,0,1,62,3,1,5,4
23,72,1,2,1,7,84,0,1,0,2,2,1,2,4,0,1,2,1,66,1,1,3,3
7,84,2,0,1,7,100,1,1,3,1,2,0,0,4,1,1,1,1,64,1,1,3,2
16,78,1,0,0,9,90,2,1,3,1,2,1,0,3,0,2,1,1,66,1,1,3,4
20,89,0,2,1,9,82,2,1,2,0,0,1,1,3,0,0,2,0,72,2,2,1,4
15,96,0,0,1,8,73,2,1,3,2,2,0,0,3,0,0,2,0,71,1,3,1,4
14,87,2,0,1,7,61,2,1,0,1,2,1,1,3,0,1,0,1,65,5,4,1,3
16,68,2,2,1,7,85,2,1,1,2,2,1,2,2,0,0,2,0,65,4,2,1,2
22,97,2,0,1,8,59,2,1,1,1,2,1,0,3,0,1,2,1,70,2,1,2,5
19,71,2,0,1,9,94,0,1,1,0,2,0,2,4,0,1,2,1,68,3,2,4,3
7,66,0,1,1,8,68,0,1,0,1,2,1,0,2,1,0,1,1,57,3,5,4,1
7,64,2,0,0,9,70,0,1,4,1,1,1,1,4,1,1,0,1,59,4,1,3,1
16,83,1,1,1,6,61,2,1,0,2,0,1,1,4,0,0,2,1,64,2,4,5,3
23,65,0,2,1,9,74,2,1,2,2,0,0,1,3,0,0,1,1,67,1,1,1,5
4,66,1,0,0,8,84,1,1,2,1,0,1,1,3,0,2,2,0,60,1,4,4,1
17,72,0,0,1,6,65,1,1,3,1,0,1,2,2,0,2,0,1,67,5,4,4,5
17,71,2,0,1,7,85,1,1,2,1,1,0,0,2,0,0,2,0,65,5,3,1,4
28,84,2,2,1,7,81,2,1,1,2,0,1,0,3,0,0,2,1,71,1,3,2,3
18,93,1,2,1,7,69,2,1,0,1,2,1,1,2,0,0,2,1,67,3,2,2,4
22,90,2,2,1,7,66,1,1,0,1,2,1,2,1,0,2,2,1,69,3,2,4,1
21,70,0,2,1,5,93,0,1,1,1,2,1,1,3,0,0,2,1,68,5,4,2,5
7,70,2,2,1,6,51,2,1,0,0,2,0,1,1,0,1,1,0,59,4,1,1,4
25,99,0,0,0,7,86,1,0,3,2,2,1,2,3,0,0,2,0,75,1,5,4,1
21,60,2,2,1,6,71,1,1,0,2,1,1,0,4,1,1,0,1,59,5,5,1,2
23,95,0,2,0,6,86,1,1,0,2,0,1,1,3,0,1,1,0,71,5,1,2,4
44,68,0,1,0,9,75,1,1,3,2,0,0,0,2,0,1,1,0,71,1,1,1,2
7,98,2,2,0,7,54,0,1,0,2,0,0,1,2,0,1,2,0,66,1,3,2,2
30,74,2,1,0,10,99,2,1,1,0,2,0,2,2,0,1,1,1,69,3,5,2,1
18,78,0,2,1,7,54,1,0,4,1,0,1,1,4,1,0,1,0,65,4,4,1,3
22,88,2,2,1,9,58,1,1,3,1,2,0,0,2,0,0,1,1,68,4,2,2,5
20,84,0,1,0,7,71,2,1,5,1,0,0,2,2,0,1,0,0,68,1,3,3,1
17,73,2,2,1,6,97,0,1,1,2,0,1,2,3,0,1,2,1,67,2,5,1,4
17,82,0,2,1,7,65,2,1,1,2,2,1,2,5,0,1,2,1,68,5,1,3,5
22,89,1,2,1,9,78,2,1,0,2,2,1,2,3,0,1,1,1,68,5,5,1,3
11,62,0,2,1,7,76,0,1,3,0,2,0,1,3,1,1,1,1,88,1,4,2,1
25,60,2,0,1,8,67,2,1,1,2,0,1,1,2,0,0,2,0,66,2,3,2,3
18,78,0,1,1,7,85,0,1,3,1,1,1,0,2,0,0,2,1,67,3,1,4,4
13,65,2,0,0,7,75,1,1,2,2,0,0,1,4,0,1,1,1,63,1,4,4,1
17,87,2,0,1,7,79,2,1,3,1,2,1,1,4,1,1,2,0,68,1,2,3,4
28,69,0,1,0,6,61,1,1,2,2,0,1,2,1,1,1,2,1,65,5,3,2,5
17,77,0,2,1,7,96,2,1,1,1,1,0,2,3,0,0,2,1,67,1,4,4,5
22,68,0,0,1,8,56,2,0,3,2,2,0,2,1,0,2,2,1,67,1,4,2,3
16,82,2,2,1,7,85,2,1,1,0,2,1,1,4,0,1,2,1,67,1,1,1,3
25,65,2,1,0,7,94,1,1,1,1,0,1,2,3,0,1,0,1,64,5,2,4,5
24,61,2,2,0,8,54,2,1,1,1,2,1,1,2,1,1,1,1,61,3,4,3,2
31,62,2,2,1,7,51,2,1,2,2,2,1,1,1,0,0,0,0,65,3,3,4,5
19,98,1,0,1,7,67,0,1,1,2,2,0,0,4,0,1,1,0,70,1,4,2,1
24,66,2,0,0,8,89,2,1,0,2,0,1,2,2,0,0,2,1,67,5,5,5,4
21,88,0,1,0,7,86,2,1,1,1,2,0,2,2,0,1,1,1,68,3,3,5,5
28,63,2,2,1,7,91,2,1,1,1,2,0,2,1,0,1,0,1,65,3,3,2,5
16,64,0,2,1,8,70,1,1,3,0,0,0,0,3,0,1,0,0,63,3,4,1,4
24,80,2,0,0,7,100,2,1,1,0,0,1,1,3,0,2,1,1,72,5,1,4,4
19,79,0,2,1,7,68,2,1,2,0,0,1,0,1,0,0,2,0,68,5,3,5,1
20,98,2,0,1,7,90,2,1,2,2,2,1,2,4,0,1,2,1,73,1,5,1,4
21,98,0,2,1,7,68,0,1,0,2,2,1,2,3,1,0,2,0,71,4,1,2,3
22,91,2,0,0,5,61,2,1,3,1,0,1,1,2,0,2,0,1,70,3,1,1,5
19,84,0,2,1,7,67,1,1,0,2,1,1,2,3,0,2,2,0,68,4,1,2,4
21,78,2,0,0,10,60,2,1,3,0,2,1,0,5,0,1,1,1,68,5,3,4,1
29,74,2,2,0,6,56,1,1,2,1,0,1,1,3,0,2,2,0,68,5,1,1,4
26,98,1,0,1,6,68,2,1,1,1,2,0,1,1,0,2,1,1,71,5,4,4,5
25,84,2,2,1,10,57,1,1,4,2,2,1,2,2,0,0,2,1,70,4,1,1,2
17,83,0,2,0,6,75,2,1,2,2,2,1,2,3,1,1,2,1,67,5,5,2,4
15,69,1,2,1,9,52,2,1,0,0,2,1,1,3,0,0,2,0,61,1,2,2,3
26,62,0,1,1,7,72,1,1,1,2,2,1,1,3,0,0,1,0,64,5,5,1,5
25,98,1,2,0,7,98,2,1,1,2,2,1,0,4,0,2,2,1,72,2,3,2,1
29,73,0,2,0,7,68,1,1,1,1,0,0,2,4,1,1,1,1,67,4,1,3,5
16,78,0,1,1,8,57,0,1,1,2,2,1,0,3,0,0,2,1,65,2,1,3,2
19,65,2,1,1,5,65,0,1,1,0,2,1,2,6,0,0,1,0,64,5,4,4,1
10,93,1,2,1,7,90,2,1,0,1,2,0,2,2,0,1,2,0,66,1,1,3,2
18,61,2,2,0,6,66,2,1,1,2,0,1,2,2,0,1,1,0,62,3,5,3,2
26,93,1,2,0,4,69,2,1,2,1,2,1,1,3,0,1,2,1,70,5,3,5,3
17,66,2,2,1,9,89,2,0,1,2,0,1,2,4,0,1,1,0,64,1,2,5,4
24,95,2,1,0,4,63,1,1,3,1,2,1,2,3,0,1,2,0,70,4,1,5,3
19,89,2,1,0,10,74,2,1,1,1,2,1,2,2,0,1,1,0,66,2,2,5,3
22,67,1,0,1,8,53,2,1,0,2,0,1,0,3,0,1,0,1,62,2,1,2,3
13,83,1,1,0,5,59,0,1,4,1,2,0,1,2,0,1,2,0,63,2,3,4,1
21,73,1,2,1,9,60,0,1,2,2,2,1,2,3,0,0,2,1,66,4,5,4,4
2,67,2,2,0,6,73,1,1,1,1,2,0,2,2,0,0,1,1,58,1,3,3,4
19,94,2,0,1,6,91,2,1,1,1,2,1,0,3,0,1,1,1,70,4,2,4,1
10,76,2,1,0,4,68,2,1,1,0,1,0,1,6,0,0,2,1,63,2,1,3,3
27,76,2,0,1,6,69,0,1,0,2,0,1,1,1,0,1,2,1,70,5,2,4,3
25,67,0,2,1,6,65,2,1,1,1,2,1,0,3,0,1,2,1,65,3,5,1,2
23,75,2,1,1,8,66,2,1,5,2,1,1,1,3,0,1,2,1,67,4,3,1,2
29,95,0,2,0,9,70,2,0,1,1,2,0,2,2,0,2,2,0,73,4,2,4,5
14,75,2,2,1,5,95,2,1,0,2,2,1,2,3,0,0,1,1,82,1,2,2,2
30,98,1,2,0,7,51,0,1,0,1,2,1,2,2,0,1,2,1,71,1,5,3,4
26,98,2,2,1,4,81,1,1,1,1,2,1,2,4,0,2,2,1,73,4,1,4,1
19,66,2,0,0,7,94,1,1,1,0,2,1,2,4,0,1,1,0,65,2,2,3,3
27,67,0,2,1,10,71,2,1,1,1,0,1,1,3,0,1,2,0,67,3,5,5,5
13,95,2,2,1,4,83,1,0,1,1,0,1,1,4,0,0,1,1,67,1,1,4,2
15,76,0,0,1,5,79,2,1,4,2,2,1,1,4,0,2,1,0,69,2,1,2,5
16,60,2,0,1,8,67,1,1,0,1,2,1,1,3,0,1,2,1,61,5,3,5,1
17,71,2,1,0,8,57,2,1,3,2,0,0,2,4,0,1,2,0,64,1,5,4,1
14,84,1,0,0,6,61,1,1,1,0,2,1,2,2,0,0,0,1,64,2,1,1,5
27,92,1,2,1,9,53,1,1,2,1,2,1,0,2,0,0,0,1,68,2,3,4,5
18,65,2,1,0,6,88,2,1,1,2,2,0,2,1,1,0,2,1,62,3,4,1,5
22,64,2,2,1,10,77,0,1,5,2,2,1,1,3,1,1,2,1,66,3,5,1,3
17,97,0,1,1,8,89,2,1,1,1,2,1,1,4,0,0,2,1,70,5,4,4,4
9,90,0,2,1,9,65,1,1,3,2,2,1,2,3,0,1,2,0,67,2,1,4,2
22,84,2,2,1,8,90,2,1,2,2,2,1,2,2,0,0,2,0,70,2,5,1,2
9,91,2,2,0,8,65,0,1,0,2,2,1,2,4,0,1,1,1,65,3,3,3,2
20,77,1,2,0,8,56,2,1,1,2,0,1,2,4,0,0,1,1,65,1,1,5,5
12,90,2,0,1,9,77,2,1,3,2,2,1,2,3,0,2,2,1,70,1,5,2,5
32,75,0,2,1,7,97,0,1,1,2,2,0,1,3,0,0,1,1,72,4,5,4,5
25,70,2,2,0,6,71,1,1,0,1,2,1,1,2,0,0,2,0,65,3,4,5,3
21,89,0,0,1,7,76,2,1,1,2,2,1,2,2,0,1,2,1,71,4,1,5,3
28,77,0,0,1,6,73,1,1,3,2,0,0,0,3,0,0,2,0,71,3,3,3,3
15,99,2,0,1,6,73,0,1,1,0,0,1,0,5,0,2,2,1,72,5,3,5,3
23,74,1,1,0,9,61,1,1,0,2,1,1,2,4,0,2,2,1,64,2,1,4,1
21,97,2,2,0,8,71,0,1,2,0,0,1,1,1,0,0,1,1,72,5,1,5,3
22,97,1,2,0,8,75,2,1,1,2,2,0,2,4,0,2,2,1,71,3,2,4,3
28,70,2,2,1,9,87,1,1,0,1,2,1,1,3,0,1,1,1,66,2,4,4,3
24,92,0,1,0,8,57,2,1,3,2,2,0,2,3,0,0,2,0,71,1,1,1,2
22,77,2,2,1,10,79,0,1,2,2,1,1,1,2,0,1,2,1,67,1,1,3,2
10,97,0,0,0,4,83,1,1,1,1,0,1,1,2,0,2,2,1,69,4,2,2,2
14,78,0,2,1,6,69,0,1,0,2,2,1,2,5,0,0,1,0,67,3,2,1,4
19,90,0,2,1,6,77,2,1,0,0,2,1,1,4,0,2,2,1,71,3,5,2,1
21,79,2,1,0,5,86,1,1,1,0,2,0,2,2,0,1,1,0,66,1,3,4,5
13,69,0,0,0,7,73,1,1,1,2,1,0,2,2,0,1,0,1,62,5,4,1,3
34,68,2,2,0,7,67,0,1,0,2,2,0,1,2,0,1,1,1,67,2,5,5,2
29,77,2,1,1,10,91,0,1,2,1,2,1,0,4,0,2,2,0,70,5,1,5,1
24,90,0,0,0,8,99,0,1,0,1,2,1,1,3,0,0,1,0,72,5,2,2,3
20,84,0,0,0,6,61,2,1,3,2,2,0,1,2,0,1,2,1,69,1,3,4,4
19,88,2,0,0,8,94,0,1,1,2,2,1,1,3,0,1,1,1,70,1,5,2,5
14,71,0,0,0,4,77,2,1,0,2,2,1,0,3,0,1,2,0,64,1,3,3,3
20,79,2,2,1,7,72,1,0,1,2,2,1,0,3,0,1,2,1,65,4,2,5,5
22,62,2,0,1,7,95,2,1,2,2,2,1,0,2,0,1,2,1,66,5,5,1,3
13,93,1,2,0,6,96,0,1,2,0,2,0,0,3,0,1,2,0,68,3,5,1,4
22,100,2,2,1,7,64,2,1,2,1,2,0,2,3,0,0,2,0,72,2,3,1,1
19,76,2,1,1,6,68,2,1,2,0,2,1,2,3,0,1,1,0,65,4,2,5,5
9,60,2,1,1,6,93,2,1,3,1,0,0,1,2,0,1,1,0,60,3,1,4,5
15,67,2,2,0,8,75,2,1,0,0,0,1,0,4,0,2,2,0,63,5,5,5,1
18,86,1,1,1,9,64,1,1,3,1,0,1,2,3,0,1,2,0,66,1,1,5,5
31,84,1,2,1,8,98,1,1,1,2,2,1,2,4,0,2,2,0,73,5,2,1,2
23,92,2,2,1,6,61,1,1,4,1,2,1,2,4,0,0,2,1,71,2,5,5,1
12,70,2,2,1,6,81,1,1,1,1,2,1,0,2,1,1,0,1,59,4,5,1,4
23,91,2,1,1,6,71,2,1,5,1,0,1,1,3,0,1,1,0,70,4,1,4,3
11,88,2,1,1,7,73,1,1,1,2,1,0,1,3,1,0,2,0,63,2,4,3,3
26,73,2,2,0,6,55,2,1,1,2,1,1,2,4,0,2,2,1,67,3,1,1,1
17,82,1,2,1,9,63,2,1,2,1,2,0,1,2,0,0,1,1,65,3,1,2,2
19,66,2,1,0,7,58,2,1,5,2,1,1,2,4,0,0,1,0,64,4,4,3,4
28,78,0,2,0,8,87,1,1,2,1,2,1,2,2,0,2,2,1,71,4,2,4,3
12,95,2,0,1,5,85,2,1,2,0,2,1,0,2,0,0,2,1,70,1,2,3,3
12,77,2,1,1,6,90,2,1,2,2,1,1,1,2,0,1,2,0,63,3,5,1,2
16,94,1,2,0,8,85,2,1,3,1,0,1,1,2,0,1,2,0,68,2,3,4,5
26,84,2,2,1,8,56,2,0,1,2,2,1,0,2,0,0,2,0,67,3,3,2,1
11,68,2,0,1,5,99,2,1,1,0,2,1,1,4,0,2,2,0,66,1,5,1,2
3,83,0,1,1,7,59,1,1,2,2,0,1,2,5,0,1,1,1,63,4,3,1,2
17,80,2,2,1,7,68,2,1,0,2,2,0,0,5,1,0,2,0,65,4,1,4,2
23,76,2,0,1,6,85,1,1,2,1,2,1,2,3,1,1,0,1,66,1,1,4,2
27,65,2,2,1,8,57,2,1,2,1,1,1,0,4,0,2,2,0,65,2,4,3,5
17,77,1,2,1,5,59,2,1,2,2,0,0,1,4,0,1,2,1,65,4,4,2,4
18,63,0,1,0,6,94,2,1,2,2,0,1,1,2,1,1,2,1,63,5,5,3,2
27,64,2,0,0,8,67,2,1,0,1,2,1,2,3,0,1,2,1,65,4,5,3,2
9,77,1,0,1,7,83,2,1,1,1,0,0,1,4,1,1,0,1,62,5,5,1,1
18,72,2,2,1,7,93,2,1,1,2,2,1,2,3,0,0,2,0,66,1,1,4,3
21,97,2,1,0,7,99,2,1,1,0,2,1,0,3,0,2,2,0,71,1,3,1,5
23,75,1,1,1,8,61,0,1,2,1,2,1,2,2,0,1,0,0,64,4,5,2,2
17,90,2,2,1,8,56,1,1,0,2,2,0,1,4,0,0,2,0,67,3,5,3,4
20,81,2,2,0,8,87,2,1,1,0,2,0,1,3,0,1,2,1,68,5,1,2,4
5,88,2,2,0,7,59,2,1,3,1,2,1,0,3,0,0,2,0,63,2,1,4,4
16,70,1,2,1,6,79,0,1,0,0,0,1,0,3,0,0,2,0,64,4,1,4,1
23,98,0,0,1,6,77,2,1,1,1,0,1,1,1,0,2,2,0,74,2,3,5,4
14,81,1,2,1,5,78,2,1,2,0,0,1,2,4,0,2,2,1,68,4,5,2,1
20,93,2,2,1,6,82,1,0,1,2,0,1,2,3,1,1,1,0,68,3,2,1,5
23,75,0,0,1,6,93,2,0,2,2,1,1,1,3,0,2,1,0,69,3,2,2,4
18,64,1,2,1,9,64,2,1,4,1,2,1,0,4,1,1,2,1,61,3,5,3,3
21,87,1,0,1,5,78,0,1,1,1,2,0,2,2,0,1,2,0,69,3,5,4,2
14,60,1,1,1,9,67,1,1,3,0,0,1,2,3,0,1,2,0,61,1,5,4,5
19,79,2,0,1,7,66,1,1,3,0,2,1,2,3,1,1,2,1,67,1,5,2,3
24,68,1,0,0,7,51,2,1,0,1,1,0,1,4,0,1,2,0,63,5,3,2,5
21,85,2,2,0,8,80,2,1,3,1,0,1,2,3,1,0,1,0,68,2,2,2,4
16,99,2,2,0,5,99,1,0,0,1,2,0,1,5,0,0,1,0,68,4,4,3,5
21,79,2,1,1,6,88,1,1,2,0,2,1,1,1,0,1,2,1,67,4,2,3,5
24,93,1,2,1,5,62,0,1,1,0,2,0,0,3,0,0,1,0,69,1,2,1,5
8,80,0,2,0,6,86,2,1,2,1,2,1,1,3,0,1,2,1,64,4,1,2,1
27,80,1,1,0,6,65,1,1,1,1,2,1,2,4,0,2,2,1,67,1,5,1,3
18,97,2,0,0,9,88,1,1,1,0,2,1,1,3,1,1,2,0,70,5,5,5,4
23,96,1,0,1,6,93,1,1,5,1,2,1,0,4,0,1,2,0,72,2,5,3,2
27,91,1,0,0,4,67,2,1,1,0,0,0,1,2,0,1,1,0,71,5,1,4,4
12,72,2,2,0,6,50,0,1,1,1,2,1,2,3,0,0,2,1,62,3,3,5,4
16,82,2,2,1,8,65,0,1,2,1,2,0,2,5,1,2,2,1,67,3,3,4,1
18,69,2,0,1,9,60,2,1,3,1,2,1,0,2,0,0,0,0,64,3,4,5,1
15,78,2,2,1,7,81,2,1,0,2,1,1,1,2,0,1,2,1,64,5,3,1,5
30,79,0,2,0,6,65,2,1,1,1,2,1,0,4,0,2,2,0,70,4,3,1,4
15,93,2,2,1,7,52,2,1,3,1,2,1,0,5,0,0,2,0,68,2,5,3,3
17,96,2,2,0,8,77,2,1,1,2,2,1,1,3,0,2,2,0,70,3,2,4,1
21,77,2,1,1,5,94,1,1,1,2,0,1,0,3,0,1,0,1,65,3,3,5,1
13,61,1,1,0,7,73,1,1,2,0,2,1,2,2,0,1,2,0,59,3,3,2,3
18,94,2,2,1,7,69,2,1,1,2,0,1,2,2,0,1,0,0,69,2,1,2,1
22,67,2,2,1,7,59,0,1,2,1,0,1,2,3,0,2,2,1,67,3,4,3,3
18,85,2,0,0,7,69,2,1,2,1,2,0,2,4,0,1,2,1,68,2,1,4,2
19,61,2,2,0,6,67,1,1,1,2,2,1,2,1,0,0,2,1,62,3,5,2,3
17,76,0,2,0,8,100,1,0,0,0,2,0,1,4,0,1,1,1,65,5,2,3,2
