Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,student_id,profile_source,Skill_React,Skill_NodeJS,Skill_Python,Skill_MongoDB,Skill_HTML/CSS,Skill_Angular,Skill_Vue,Skill_Express,Skill_Java,Skill_PHP,Skill_FastAPI,Skill_MySQL,Skill_PostgreSQL,Skill_Firebase,Skill_TensorFlow,Skill_Pandas,Religion,LivingCity,Ethnicity_Group
25,70,1,0,0,8,73,0,1,1,1,1,1,0,2,0,2,2,Male,65,SIM-3222,synthetic_simulation,1,1,3,2,1,2,4,2,5,3,4,1,5,1,4,2,Christianity,Kandy,Group C
28,68,1,0,1,8,99,2,1,1,0,2,1,1,3,0,1,2,Non-binary,69,SIM-3223,synthetic_simulation,2,1,2,4,5,2,4,4,4,2,2,4,2,5,3,1,Buddhism,Negombo,Group A
24,99,2,1,1,8,52,1,1,1,1,0,1,0,2,0,1,2,Non-binary,69,SIM-3224,synthetic_simulation,4,5,1,4,3,5,4,4,4,1,3,2,5,3,3,5,Christianity,Negombo,Group D
22,61,2,2,1,5,69,1,1,2,1,0,1,1,2,0,1,0,Non-binary,63,SIM-3225,synthetic_simulation,3,3,5,4,4,3,2,2,3,3,3,4,4,1,3,1,Hinduism,Galle,Group A
14,91,1,2,0,5,98,0,1,0,0,0,1,1,3,0,1,2,Female,68,SIM-3226,synthetic_simulation,3,4,5,4,3,1,4,4,2,4,2,5,5,2,5,4,Buddhism,Kandy,Group A
15,73,2,2,0,8,68,2,1,1,0,2,1,1,3,0,1,2,Non-binary,64,SIM-3227,synthetic_simulation,3,2,2,4,4,4,4,3,5,5,1,4,2,1,1,2,Hinduism,Galle,Group C
27,61,2,2,0,5,70,2,1,2,1,1,1,1,2,0,0,2,Non-binary,64,SIM-3228,synthetic_simulation,4,1,2,5,2,5,3,5,1,1,4,2,5,5,2,4,Christianity,Negombo,Group D
25,97,2,0,1,5,82,0,1,1,1,0,1,0,5,0,0,1,Male,73,SIM-3229,synthetic_simulation,5,5,2,3,3,3,2,5,4,1,1,4,4,1,2,5,Hinduism,Negombo,Group A
20,66,1,0,1,4,95,0,1,2,0,2,1,1,2,0,1,1,Non-binary,66,SIM-3230,synthetic_simulation,5,3,4,5,5,2,4,3,4,3,2,1,5,1,4,1,Buddhism,Colombo,Group A
17,82,2,0,0,6,65,1,1,4,1,2,0,2,3,0,1,1,Non-binary,67,SIM-3231,synthetic_simulation,2,3,2,3,4,3,1,1,5,4,2,4,1,3,1,5,Other,Galle,Group C
8,71,0,2,1,8,97,2,1,3,2,2,0,1,1,1,1,2,Male,63,SIM-3232,synthetic_simulation,5,2,5,5,5,5,4,4,4,4,2,1,3,5,5,1,Christianity,Galle,Group D
14,63,2,2,1,8,64,0,1,1,1,2,1,1,3,0,1,1,Non-binary,61,SIM-3233,synthetic_simulation,5,1,2,2,4,1,1,5,2,2,2,3,4,1,1,1,Hinduism,Negombo,Group D
31,62,2,2,1,8,91,0,1,4,0,0,1,2,4,0,1,1,Non-binary,71,SIM-3234,synthetic_simulation,3,2,3,1,3,2,5,2,1,4,5,5,4,4,4,1,Hinduism,Negombo,Group D
12,65,1,2,1,6,64,2,1,1,2,2,1,2,3,0,0,2,Female,61,SIM-3235,synthetic_simulation,3,2,5,4,3,2,5,1,5,3,2,1,4,1,2,2,Other,Colombo,Group B
21,63,2,1,1,7,54,1,1,1,2,2,0,2,3,0,0,1,Non-binary,62,SIM-3236,synthetic_simulation,2,5,3,1,5,1,2,5,5,1,1,3,1,2,5,5,Buddhism,Kandy,Group A
26,90,0,0,1,8,91,2,1,1,0,0,0,1,4,1,1,2,Male,74,SIM-3237,synthetic_simulation,1,3,5,1,3,2,2,4,3,1,2,3,1,2,2,2,Islam,Kandy,Group D
12,79,2,2,0,8,73,2,1,2,2,2,0,1,4,0,1,2,Non-binary,65,SIM-3238,synthetic_simulation,2,4,1,2,5,5,5,5,1,4,1,2,3,1,3,1,Islam,Kandy,Group D
21,74,1,1,1,6,70,1,1,2,1,0,1,2,3,0,1,1,Non-binary,64,SIM-3239,synthetic_simulation,2,3,5,1,1,2,2,4,5,5,2,3,2,1,4,2,Islam,Jaffna,Group D
26,77,1,1,0,7,71,2,1,1,2,0,1,1,4,0,2,1,Non-binary,66,SIM-3240,synthetic_simulation,4,3,5,1,4,4,1,1,4,2,2,5,3,4,2,2,Christianity,Kandy,Group A
20,97,0,0,1,4,81,2,1,1,2,2,1,2,2,1,1,2,Non-binary,72,SIM-3241,synthetic_simulation,4,5,3,2,5,3,1,3,1,4,5,5,4,1,5,3,Islam,Colombo,Group A
37,96,0,2,1,7,63,2,1,0,2,0,0,2,4,0,1,2,Male,76,SIM-3242,synthetic_simulation,2,4,3,3,4,5,3,4,2,3,2,5,4,3,1,2,Islam,Galle,Group B
10,89,2,2,1,6,62,2,1,4,1,2,1,2,3,0,2,1,Male,67,SIM-3243,synthetic_simulation,2,1,5,5,1,1,2,4,5,2,4,5,4,5,4,5,Other,Galle,Group C
26,95,2,0,0,9,74,1,1,3,1,2,0,1,3,1,1,2,Non-binary,71,SIM-3244,synthetic_simulation,2,4,5,1,4,5,2,1,2,4,5,2,3,4,2,4,Islam,Kandy,Group D
19,73,0,2,0,6,52,2,1,1,2,2,1,2,3,0,1,2,Non-binary,65,SIM-3245,synthetic_simulation,5,1,4,4,5,4,3,1,5,2,5,4,2,1,3,5,Hinduism,Jaffna,Group B
25,75,1,1,1,7,82,2,1,3,2,0,0,0,4,0,2,2,Male,68,SIM-3246,synthetic_simulation,4,4,1,2,3,2,4,2,4,5,4,1,2,3,2,5,Other,Galle,Group C
23,85,2,2,1,6,91,1,1,1,1,0,1,1,3,0,1,0,Female,68,SIM-3247,synthetic_simulation,2,2,1,1,4,2,1,1,3,3,5,2,3,1,5,4,Hinduism,Jaffna,Group D
16,85,0,1,1,6,86,1,1,3,0,0,0,1,2,0,1,0,Non-binary,67,SIM-3248,synthetic_simulation,3,4,2,3,4,5,4,5,4,4,2,2,4,4,3,2,Christianity,Kandy,Group D
21,79,2,1,0,8,73,2,1,1,1,1,1,1,2,0,1,2,Non-binary,64,SIM-3249,synthetic_simulation,3,5,5,3,1,2,3,4,2,1,4,1,3,4,3,4,Other,Jaffna,Group A
9,76,1,0,0,6,78,1,0,0,2,2,1,0,4,1,2,2,Male,60,SIM-3250,synthetic_simulation,5,1,5,4,2,2,2,3,1,3,2,1,3,2,4,4,Hinduism,Negombo,Group B
24,99,2,2,0,10,51,1,1,1,1,2,1,1,3,0,1,2,Non-binary,70,SIM-3251,synthetic_simulation,5,3,5,1,3,4,4,1,2,5,5,4,5,2,5,5,Hinduism,Negombo,Group D
22,93,0,2,1,4,96,0,1,1,0,1,0,2,2,0,0,2,Non-binary,73,SIM-3252,synthetic_simulation,1,5,5,4,5,1,2,4,3,5,3,4,5,1,5,5,Buddhism,Negombo,Group A
24,77,2,2,1,8,78,1,1,2,0,0,0,2,3,0,1,1,Non-binary,69,SIM-3253,synthetic_simulation,1,1,1,3,1,3,3,3,5,1,4,5,1,5,3,3,Buddhism,Colombo,Group C
26,89,0,2,0,7,66,2,1,0,1,2,1,1,5,1,0,2,Non-binary,70,SIM-3254,synthetic_simulation,1,1,3,3,5,5,5,2,5,3,1,4,1,3,1,1,Buddhism,Colombo,Group A
22,71,2,2,0,7,65,1,1,1,1,2,1,1,3,0,0,2,Male,64,SIM-3255,synthetic_simulation,5,3,4,5,5,1,2,5,2,4,5,4,3,2,1,2,Buddhism,Kandy,Group C
21,64,0,1,1,7,83,0,1,2,1,1,1,1,3,0,1,1,Non-binary,64,SIM-3256,synthetic_simulation,5,2,3,3,4,3,4,2,1,1,3,1,5,2,4,4,Islam,Jaffna,Group C
15,74,0,2,1,8,79,2,1,0,0,2,1,0,3,0,0,2,Female,65,SIM-3257,synthetic_simulation,5,5,3,2,1,1,4,1,5,4,5,3,4,5,4,5,Christianity,Jaffna,Group A
16,76,2,2,0,7,59,1,1,0,1,2,1,1,2,0,0,2,Male,62,SIM-3258,synthetic_simulation,3,3,1,5,1,5,3,5,5,2,2,5,1,4,4,5,Islam,Negombo,Group B
27,61,2,2,1,9,70,2,1,0,2,2,1,1,2,0,1,2,Male,64,SIM-3259,synthetic_simulation,5,3,4,4,3,4,4,2,3,4,2,5,4,1,4,2,Christianity,Negombo,Group D
29,93,2,2,1,7,84,2,1,0,0,2,1,1,3,0,0,1,Female,72,SIM-3260,synthetic_simulation,3,2,5,3,2,4,1,4,3,2,2,2,4,1,3,3,Other,Negombo,Group A
19,74,2,1,1,5,65,0,0,1,1,0,1,2,3,0,1,2,Female,64,SIM-3261,synthetic_simulation,1,5,1,2,5,4,2,1,1,4,3,4,1,3,4,5,Christianity,Jaffna,Group D
20,83,2,2,1,7,75,2,1,0,2,2,1,1,4,0,1,2,Non-binary,67,SIM-3262,synthetic_simulation,1,3,1,5,3,1,1,2,5,2,2,4,3,5,1,4,Islam,Jaffna,Group B
15,63,0,0,1,9,63,1,0,4,0,0,0,0,3,0,0,2,Female,64,SIM-3263,synthetic_simulation,1,2,4,2,3,5,3,5,4,3,5,1,5,5,2,2,Other,Negombo,Group C
27,67,1,2,0,6,54,2,1,0,2,1,0,0,2,0,1,0,Non-binary,61,SIM-3264,synthetic_simulation,2,5,2,5,5,2,1,5,2,5,5,4,1,5,1,4,Other,Jaffna,Group A
24,96,2,0,1,5,69,2,1,1,1,2,1,2,4,0,1,2,Non-binary,72,SIM-3265,synthetic_simulation,2,4,1,5,4,2,1,3,5,3,5,2,2,4,4,1,Other,Colombo,Group A
32,84,2,2,1,8,87,2,0,2,2,2,1,2,1,0,1,0,Non-binary,70,SIM-3266,synthetic_simulation,4,1,3,5,4,4,2,5,2,1,4,1,2,5,3,5,Buddhism,Kandy,Group B
15,98,2,0,0,8,61,2,1,4,1,2,1,2,2,0,1,1,Male,70,SIM-3267,synthetic_simulation,4,2,3,4,5,1,2,5,5,3,5,5,4,4,5,2,Islam,Negombo,Group B
18,100,2,2,0,6,88,2,1,2,2,2,1,1,2,0,0,1,Non-binary,71,SIM-3268,synthetic_simulation,4,1,5,5,1,2,5,1,3,3,2,4,2,1,2,5,Buddhism,Galle,Group C
21,75,0,0,0,7,83,1,1,1,2,2,1,2,2,0,0,2,Non-binary,68,SIM-3269,synthetic_simulation,2,4,1,5,2,1,1,5,1,5,4,4,4,4,2,1,Hinduism,Colombo,Group B
24,72,2,2,0,7,75,2,1,3,0,2,0,1,2,0,0,2,Male,68,SIM-3270,synthetic_simulation,2,3,5,2,4,5,2,3,4,3,4,2,5,1,4,2,Other,Negombo,Group B
19,94,0,0,0,7,99,2,1,0,1,2,1,1,1,1,1,2,Non-binary,70,SIM-3271,synthetic_simulation,4,3,1,5,2,4,1,5,3,1,4,2,1,3,4,4,Other,Negombo,Group D
15,100,0,0,0,8,94,0,1,2,2,0,1,0,3,0,0,2,Male,73,SIM-3272,synthetic_simulation,4,5,4,4,3,3,1,3,1,3,4,1,1,5,2,4,Other,Jaffna,Group B
25,85,0,2,0,6,78,1,1,2,2,0,1,1,1,0,1,0,Male,69,SIM-3273,synthetic_simulation,5,2,1,2,3,4,3,4,3,3,3,5,5,3,3,1,Islam,Colombo,Group D
24,92,2,0,0,8,78,0,1,0,2,2,1,1,3,0,1,2,Non-binary,71,SIM-3274,synthetic_simulation,4,2,2,5,5,3,3,3,2,3,5,2,4,5,2,5,Other,Kandy,Group D
15,91,1,2,0,6,64,1,1,1,1,0,1,2,3,1,1,2,Non-binary,64,SIM-3275,synthetic_simulation,5,5,3,2,5,2,1,1,5,3,3,2,3,3,3,2,Islam,Galle,Group A
28,74,2,2,0,9,96,1,1,0,2,2,0,1,3,0,1,2,Non-binary,68,SIM-3276,synthetic_simulation,3,1,4,4,5,3,3,2,3,5,1,5,2,2,1,4,Hinduism,Negombo,Group B
27,83,2,2,0,10,95,2,1,0,0,1,0,1,4,0,1,1,Male,69,SIM-3277,synthetic_simulation,2,3,3,2,4,1,2,2,1,5,3,3,5,2,4,4,Hinduism,Kandy,Group D
21,93,0,1,0,6,87,2,1,1,1,0,1,2,2,0,1,2,Female,70,SIM-3278,synthetic_simulation,4,3,5,4,2,3,1,4,5,1,4,1,2,4,3,5,Hinduism,Galle,Group C
20,88,2,2,0,5,56,2,1,1,1,2,1,1,4,0,1,2,Male,67,SIM-3279,synthetic_simulation,2,2,4,3,3,2,3,1,2,1,5,3,3,3,2,1,Buddhism,Kandy,Group B
23,61,2,0,1,8,85,2,1,1,2,0,0,2,0,0,1,2,Female,66,SIM-3280,synthetic_simulation,2,2,2,5,2,2,2,4,2,1,5,5,4,5,1,1,Other,Jaffna,Group A
15,73,2,0,0,7,63,2,1,2,2,2,1,1,5,0,2,1,Female,65,SIM-3281,synthetic_simulation,2,5,3,4,4,4,1,4,4,3,2,4,2,1,2,1,Hinduism,Colombo,Group D
20,66,2,0,1,8,59,1,1,4,2,2,1,2,3,0,0,2,Non-binary,66,SIM-3282,synthetic_simulation,3,4,1,5,2,2,1,5,5,4,3,1,4,4,1,4,Christianity,Negombo,Group B
7,69,1,2,1,6,88,2,1,0,1,0,0,0,4,0,2,2,Male,61,SIM-3283,synthetic_simulation,1,1,1,4,2,1,3,5,2,3,5,5,3,4,5,4,Islam,Galle,Group B
25,96,1,2,0,7,98,2,1,0,1,2,1,2,2,0,1,2,Male,71,SIM-3284,synthetic_simulation,4,4,1,1,5,3,2,1,3,4,1,5,4,2,1,4,Christianity,Negombo,Group B
11,61,0,1,1,6,55,2,1,5,0,1,1,1,3,0,1,0,Male,60,SIM-3285,synthetic_simulation,1,4,4,1,2,5,1,2,2,1,1,1,3,3,3,4,Hinduism,Galle,Group B
29,69,2,2,1,7,58,2,1,1,1,1,1,2,2,0,0,2,Male,66,SIM-3286,synthetic_simulation,1,2,2,1,2,2,1,3,2,3,3,3,1,3,5,4,Buddhism,Kandy,Group C
18,72,1,1,1,5,61,1,1,1,2,2,0,0,4,0,0,1,Female,61,SIM-3287,synthetic_simulation,1,2,2,4,2,3,5,5,2,1,2,4,2,4,1,4,Buddhism,Negombo,Group D
19,85,2,2,1,7,98,0,1,2,2,2,1,0,3,1,1,1,Non-binary,68,SIM-3288,synthetic_simulation,2,2,2,5,1,4,1,1,4,5,1,3,2,2,1,3,Christianity,Colombo,Group C
16,81,2,0,1,5,85,0,0,2,1,2,1,2,3,0,0,2,Female,68,SIM-3289,synthetic_simulation,5,4,3,1,3,5,5,1,1,1,2,2,3,1,3,2,Hinduism,Galle,Group C
18,69,2,2,1,6,84,2,1,2,1,2,1,2,4,0,1,2,Female,65,SIM-3290,synthetic_simulation,2,1,4,5,3,4,5,2,2,3,3,3,3,2,4,1,Other,Jaffna,Group B
29,67,0,1,0,7,75,2,0,3,1,2,1,1,1,0,1,2,Female,65,SIM-3291,synthetic_simulation,2,2,1,4,2,1,2,1,1,5,5,2,5,3,4,2,Islam,Kandy,Group D
5,69,2,2,1,8,77,2,0,2,1,0,1,0,2,0,0,2,Male,60,SIM-3292,synthetic_simulation,1,3,3,5,5,4,4,1,5,5,2,1,3,1,4,5,Islam,Jaffna,Group D
28,80,1,2,0,8,65,1,1,2,1,2,0,1,2,0,0,2,Female,67,SIM-3293,synthetic_simulation,2,1,2,5,5,3,5,2,1,4,1,2,3,4,5,1,Buddhism,Kandy,Group B
22,71,0,2,0,8,58,2,0,2,1,2,1,0,4,0,0,2,Male,65,SIM-3294,synthetic_simulation,1,3,1,1,5,5,2,5,5,2,2,5,4,1,4,1,Christianity,Colombo,Group B
13,98,0,2,1,5,89,0,1,1,0,2,1,0,3,0,1,2,Male,70,SIM-3295,synthetic_simulation,5,1,4,2,3,4,3,2,4,5,5,2,4,4,5,4,Hinduism,Jaffna,Group C
14,79,2,2,0,9,74,2,1,1,2,2,1,1,4,0,1,2,Male,64,SIM-3296,synthetic_simulation,4,2,5,3,4,4,5,4,5,2,5,5,2,2,4,4,Hinduism,Kandy,Group B
30,62,2,0,1,6,63,2,1,2,1,0,1,2,4,0,1,1,Male,68,SIM-3297,synthetic_simulation,1,5,2,4,2,1,4,5,5,1,1,5,4,1,3,5,Other,Jaffna,Group B
14,89,0,2,0,6,82,0,1,2,2,2,1,0,4,0,0,1,Female,69,SIM-3298,synthetic_simulation,5,2,2,4,3,3,3,4,3,1,2,3,4,5,5,2,Other,Kandy,Group C
13,73,2,0,1,7,60,0,1,0,0,0,1,1,3,0,0,2,Female,65,SIM-3299,synthetic_simulation,4,4,2,4,5,4,5,1,4,5,2,4,2,3,4,2,Hinduism,Colombo,Group B
27,86,2,2,0,6,74,2,1,2,0,0,0,1,3,0,1,2,Male,71,SIM-3300,synthetic_simulation,3,4,2,3,3,3,5,4,2,4,4,3,1,4,2,2,Hinduism,Negombo,Group C
22,71,2,2,1,8,60,1,1,1,2,0,1,1,4,0,1,1,Non-binary,65,SIM-3301,synthetic_simulation,1,1,1,2,3,2,4,2,4,1,1,3,5,1,4,5,Islam,Kandy,Group D
14,83,2,0,1,8,88,1,1,0,0,2,1,0,2,1,1,1,Male,65,SIM-3302,synthetic_simulation,1,4,4,5,3,1,1,2,3,2,2,5,4,1,2,3,Christianity,Galle,Group D
21,91,2,2,1,6,66,0,1,0,2,2,1,2,2,1,0,0,Female,68,SIM-3303,synthetic_simulation,3,2,3,4,5,1,4,3,5,5,3,4,1,5,2,2,Islam,Negombo,Group B
14,97,2,1,0,7,72,0,1,1,1,1,1,1,3,0,1,2,Male,66,SIM-3304,synthetic_simulation,3,3,1,5,4,1,2,1,4,5,4,5,5,2,1,1,Other,Jaffna,Group C
27,70,1,1,1,7,88,2,0,1,0,2,1,1,3,0,1,2,Female,65,SIM-3305,synthetic_simulation,1,2,4,1,1,3,2,2,3,4,1,4,2,5,4,1,Buddhism,Jaffna,Group D
26,73,0,0,1,8,83,1,1,2,2,2,1,2,4,0,0,2,Female,71,SIM-3306,synthetic_simulation,3,1,3,1,2,4,4,5,2,5,5,2,4,1,1,4,Hinduism,Jaffna,Group C
23,79,1,2,1,6,70,2,1,3,2,0,1,0,4,0,2,1,Non-binary,68,SIM-3307,synthetic_simulation,2,4,2,1,2,4,4,2,5,3,1,5,4,3,1,4,Hinduism,Galle,Group B
22,97,2,2,1,6,54,2,0,2,0,2,1,1,2,0,0,2,Female,70,SIM-3308,synthetic_simulation,4,3,4,4,3,3,4,5,4,2,3,3,3,1,5,2,Christianity,Galle,Group B
31,96,2,1,0,5,96,1,1,3,1,0,0,1,2,0,0,2,Male,74,SIM-3309,synthetic_simulation,4,5,2,3,4,3,4,1,4,3,3,5,4,1,2,2,Other,Galle,Group D
20,64,0,1,1,6,50,0,1,0,1,2,0,1,2,0,1,2,Female,62,SIM-3310,synthetic_simulation,4,3,4,4,5,2,4,3,5,3,5,1,4,1,1,4,Hinduism,Galle,Group D
13,65,2,0,0,5,87,1,1,1,2,2,1,2,2,1,1,1,Male,61,SIM-3311,synthetic_simulation,2,3,5,1,1,5,5,3,4,2,5,1,1,5,4,1,Islam,Galle,Group B
23,80,0,0,1,6,97,2,1,0,2,2,0,1,3,0,1,2,Non-binary,70,SIM-3312,synthetic_simulation,3,2,2,1,1,5,3,4,5,5,5,1,1,5,3,5,Christianity,Galle,Group A
33,64,1,2,1,9,65,2,1,0,2,2,1,0,2,0,0,1,Non-binary,65,SIM-3313,synthetic_simulation,5,5,2,4,3,1,2,2,3,5,4,3,4,4,4,5,Hinduism,Negombo,Group C
14,74,2,2,1,8,54,0,1,2,1,1,1,1,2,0,1,1,Female,62,SIM-3314,synthetic_simulation,3,1,2,3,3,4,2,1,5,3,3,3,5,4,2,5,Buddhism,Negombo,Group D
18,66,0,0,0,9,62,2,1,2,0,2,1,1,4,0,1,1,Non-binary,65,SIM-3315,synthetic_simulation,1,1,1,3,5,1,3,4,2,2,5,1,2,4,5,2,Other,Jaffna,Group D
22,85,0,2,0,6,66,1,1,0,1,2,0,2,4,0,0,2,Female,68,SIM-3316,synthetic_simulation,4,3,3,5,5,4,4,1,5,1,3,3,1,1,4,5,Christianity,Galle,Group C
20,98,2,0,1,4,73,2,1,2,2,1,0,2,1,0,1,0,Non-binary,70,SIM-3317,synthetic_simulation,3,3,2,2,5,4,3,1,4,2,4,3,5,4,4,3,Islam,Colombo,Group C
14,100,2,1,0,7,76,1,1,1,2,2,0,1,3,0,2,2,Female,68,SIM-3318,synthetic_simulation,5,4,2,1,3,2,4,4,5,3,4,3,4,4,1,2,Other,Jaffna,Group C
27,75,1,2,0,10,86,2,0,3,2,2,0,2,6,0,2,2,Female,69,SIM-3319,synthetic_simulation,1,5,1,3,4,3,2,1,5,2,3,1,3,2,4,3,Hinduism,Jaffna,Group A
34,84,2,0,1,6,95,2,1,1,1,2,0,1,3,0,2,0,Male,73,SIM-3320,synthetic_simulation,2,3,1,1,3,3,1,4,5,2,5,2,1,5,2,2,Buddhism,Kandy,Group C
21,94,2,2,1,7,73,2,1,1,2,2,0,2,5,0,0,2,Female,71,SIM-3321,synthetic_simulation,2,4,5,2,3,3,2,2,2,1,1,2,1,4,3,2,Islam,Jaffna,Group A
15,65,1,0,1,5,87,2,1,0,1,0,0,1,4,0,1,2,Male,63,SIM-3322,synthetic_simulation,5,5,4,1,1,5,2,4,2,4,2,4,3,5,1,5,Other,Jaffna,Group C
11,88,0,2,1,7,56,1,1,2,2,2,1,1,2,0,0,2,Female,66,SIM-3323,synthetic_simulation,1,1,2,3,5,3,1,2,4,4,3,5,4,3,4,2,Hinduism,Jaffna,Group A
22,76,0,1,1,7,66,1,1,1,1,0,0,2,4,0,2,2,Female,67,SIM-3324,synthetic_simulation,4,4,4,5,2,5,3,3,4,1,4,2,1,2,3,3,Christianity,Kandy,Group C
27,68,1,0,0,4,56,2,1,0,1,0,1,1,1,0,1,2,Female,64,SIM-3325,synthetic_simulation,3,5,1,4,5,1,5,4,5,2,5,4,4,3,4,1,Hinduism,Colombo,Group A
23,76,2,1,1,5,85,2,1,1,2,1,1,1,3,0,1,2,Non-binary,66,SIM-3326,synthetic_simulation,1,4,1,4,4,5,4,3,1,3,2,2,5,5,5,3,Christianity,Galle,Group C
20,63,0,0,1,5,95,2,1,2,0,0,1,2,3,0,0,2,Non-binary,69,SIM-3327,synthetic_simulation,2,3,5,3,4,4,4,4,3,1,3,1,1,5,2,4,Christianity,Kandy,Group A
16,88,2,0,1,5,94,0,1,4,2,2,0,2,6,0,0,1,Female,72,SIM-3328,synthetic_simulation,5,2,3,3,5,2,2,1,5,4,1,4,4,3,5,2,Hinduism,Galle,Group A
13,70,2,0,1,6,66,2,1,1,2,2,1,0,4,0,1,2,Non-binary,63,SIM-3329,synthetic_simulation,5,1,1,2,5,2,1,3,3,4,1,1,5,4,1,3,Buddhism,Negombo,Group B
25,72,2,0,1,8,62,2,1,2,1,2,1,2,2,0,1,2,Female,67,SIM-3330,synthetic_simulation,3,3,2,1,3,4,2,5,2,1,4,1,1,2,3,5,Christianity,Jaffna,Group D
25,65,1,2,0,6,64,2,1,1,2,2,0,0,4,0,0,2,Male,64,SIM-3331,synthetic_simulation,5,3,5,2,2,1,2,5,4,2,4,4,2,5,5,4,Christianity,Jaffna,Group C
11,95,2,2,1,9,64,0,1,4,1,2,1,2,4,0,1,1,Male,68,SIM-3332,synthetic_simulation,5,5,3,4,3,2,3,5,1,5,4,4,4,1,4,1,Hinduism,Jaffna,Group B
30,80,0,0,0,6,54,0,1,1,0,2,1,2,3,0,1,1,Female,71,SIM-3333,synthetic_simulation,1,4,5,1,1,4,4,3,4,3,3,2,5,2,5,3,Christianity,Jaffna,Group A
23,83,2,1,1,7,57,2,0,2,2,0,1,2,4,0,1,1,Male,67,SIM-3334,synthetic_simulation,4,1,1,2,1,2,5,2,2,5,1,2,2,3,3,3,Islam,Colombo,Group D
28,83,2,1,0,8,61,2,1,1,1,2,0,0,5,1,2,2,Male,67,SIM-3335,synthetic_simulation,3,3,3,4,4,5,1,4,5,3,1,5,4,5,4,3,Other,Galle,Group B
12,76,2,2,1,9,50,2,1,2,2,0,1,0,3,0,0,2,Non-binary,64,SIM-3336,synthetic_simulation,1,5,4,1,4,2,5,1,2,5,4,2,1,5,1,4,Hinduism,Kandy,Group B
12,68,0,1,0,6,52,1,1,5,0,0,1,1,3,0,0,2,Male,63,SIM-3337,synthetic_simulation,4,1,3,5,2,5,1,1,1,5,4,4,4,3,5,5,Islam,Kandy,Group A
19,90,0,0,0,8,85,2,1,2,2,2,1,1,4,0,0,2,Female,72,SIM-3338,synthetic_simulation,1,4,2,5,4,5,4,3,5,3,5,2,5,1,2,4,Christianity,Colombo,Group B
23,65,1,2,1,6,81,1,1,2,1,2,1,1,2,0,1,2,Non-binary,63,SIM-3339,synthetic_simulation,1,3,4,2,1,2,3,5,5,3,1,4,1,1,3,5,Christianity,Colombo,Group B
31,64,0,2,0,10,97,1,1,2,2,2,0,0,4,0,1,0,Female,67,SIM-3340,synthetic_simulation,5,3,4,3,2,2,5,1,1,4,4,5,1,5,2,5,Christianity,Negombo,Group B
24,88,1,2,1,5,70,2,0,1,1,2,0,2,2,0,2,2,Female,68,SIM-3341,synthetic_simulation,4,3,2,1,1,5,1,1,4,2,4,4,1,4,4,1,Other,Galle,Group B
19,68,1,0,1,8,72,0,1,2,1,0,0,1,3,0,0,0,Female,64,SIM-3342,synthetic_simulation,3,1,4,2,5,2,2,2,5,2,4,5,3,1,2,2,Buddhism,Jaffna,Group A
14,72,2,0,0,9,53,2,1,4,2,2,1,0,3,0,2,2,Male,65,SIM-3343,synthetic_simulation,3,1,1,3,5,1,4,1,4,4,5,5,5,1,3,2,Hinduism,Jaffna,Group A
27,79,2,1,1,5,58,0,1,2,2,2,0,1,1,0,2,0,Male,68,SIM-3344,synthetic_simulation,4,1,3,3,2,3,3,1,3,5,1,5,2,4,3,3,Islam,Colombo,Group B
14,78,2,0,1,8,85,2,1,2,1,2,0,0,4,0,1,2,Non-binary,66,SIM-3345,synthetic_simulation,5,1,3,1,3,3,2,4,1,3,1,1,1,1,2,2,Buddhism,Colombo,Group C
30,88,2,2,1,6,62,0,1,4,1,2,0,2,5,0,0,0,Female,73,SIM-3346,synthetic_simulation,2,5,2,1,4,4,3,1,3,1,1,3,5,4,2,3,Hinduism,Kandy,Group C
18,85,1,2,1,10,89,2,1,1,0,2,0,2,3,0,1,2,Male,68,SIM-3347,synthetic_simulation,1,2,1,3,2,3,1,4,5,5,5,4,3,3,4,4,Christianity,Kandy,Group B
30,86,2,0,0,4,85,0,1,2,2,2,0,1,5,1,2,0,Female,72,SIM-3348,synthetic_simulation,5,5,4,4,4,1,2,5,1,2,3,2,3,2,2,2,Christianity,Colombo,Group A
24,89,2,2,1,5,87,2,0,3,0,2,1,1,0,0,1,2,Male,70,SIM-3349,synthetic_simulation,4,3,3,2,1,3,3,2,5,3,5,3,1,2,3,1,Islam,Negombo,Group D
19,72,2,2,1,5,85,0,1,1,1,2,0,1,4,0,0,2,Female,66,SIM-3350,synthetic_simulation,1,5,3,1,3,3,4,1,1,4,2,3,5,3,2,1,Buddhism,Negombo,Group D
17,73,1,2,1,5,85,0,1,3,2,2,1,2,1,0,0,2,Female,66,SIM-3351,synthetic_simulation,3,4,3,3,4,1,5,2,4,5,5,1,3,1,1,1,Christianity,Jaffna,Group B
18,78,1,1,1,8,77,2,1,2,2,0,0,1,4,0,0,2,Female,66,SIM-3352,synthetic_simulation,2,1,3,4,5,5,5,2,2,1,2,4,1,2,3,4,Other,Negombo,Group D
