project_id,team_id,total_commits,weekly_commits,inactive_days,overdue_tasks,bug_count,high_priority_bugs,task_completion_rate,code_quality_score,collaboration_score,overall_ci_score,progress_percentage,delay_count,risk_status
MR0663,T035,143,10,10,3,19,1,56,58,52,68,69,2,Medium Risk
LR0756,T054,421,28,3,0,1,0,93,82,96,98,84,0,Low Risk
P1059,T047,451,57,23,14,2,3,63,93,94,46,79,10,High Risk
P0119,T018,157,22,13,6,17,7,33,65,55,44,80,5,High Risk
P1025,T072,21,44,0,5,7,0,83,79,37,66,68,6,Low Risk
MR0017,T054,102,21,7,3,10,1,72,60,50,66,76,4,Medium Risk
P0282,T038,261,28,7,0,22,1,35,87,62,75,88,5,Low Risk
LR0343,T098,206,40,3,1,0,0,98,96,90,98,85,1,Low Risk
P1317,T099,28,8,9,2,14,5,51,92,25,76,62,7,Medium Risk
MR0092,T073,89,24,7,5,19,4,80,68,55,65,51,4,Medium Risk
P0969,T022,51,12,23,14,40,10,57,50,79,97,18,7,High Risk
P1666,T069,55,16,25,8,9,3,89,46,82,25,28,2,High Risk
MR0986,T055,82,24,9,2,8,4,58,55,77,71,76,4,Medium Risk
P1906,T011,13,21,3,1,3,9,98,69,66,83,23,1,Low Risk
LR0565,T096,438,38,0,1,0,0,87,88,93,85,85,0,Low Risk
MR0938,T031,172,15,4,5,5,3,72,74,77,68,65,1,Medium Risk
LR0310,T091,420,34,1,1,1,0,86,89,99,80,90,0,Low Risk
P0620,T013,462,56,10,6,36,3,82,47,35,95,72,1,Medium Risk
LR0119,T015,380,56,1,0,3,0,96,98,82,80,97,1,Low Risk
P1743,T002,314,28,17,15,40,10,20,35,82,96,97,7,High Risk
MR0272,T042,200,9,10,3,11,4,58,75,55,78,71,3,Medium Risk
P0156,T026,166,32,11,11,8,7,27,91,100,51,78,6,High Risk
P1848,T069,452,51,6,10,8,5,41,80,98,84,37,10,High Risk
MR0899,T086,229,18,6,3,20,3,70,67,57,76,85,1,Medium Risk
P1656,T008,98,54,6,7,13,2,64,63,98,32,32,2,Medium Risk
LR0461,T027,343,40,2,1,7,1,99,82,91,81,90,1,Low Risk
P0305,T012,110,19,8,15,28,10,61,52,65,35,24,2,High Risk
LR0583,T023,490,56,0,1,2,1,89,81,90,99,100,0,Low Risk
MR0389,T012,109,16,5,3,14,1,78,69,67,59,65,2,Medium Risk
MR0014,T002,118,16,4,3,7,2,69,60,55,65,60,3,Medium Risk
P1957,T041,187,24,0,5,28,4,84,92,60,34,74,8,Medium Risk
MR0996,T086,103,23,10,2,12,2,59,78,67,70,67,3,Medium Risk
LR0965,T041,299,49,3,1,2,1,98,82,94,93,89,0,Low Risk
P1308,T004,279,23,18,11,24,3,43,45,20,85,68,9,High Risk
LR0423,T022,340,60,3,0,5,1,90,84,94,83,83,1,Low Risk
P0576,T090,54,7,22,10,32,1,35,87,42,28,86,4,High Risk
LR0597,T013,471,20,0,1,8,0,90,97,89,99,86,1,Low Risk
MR0956,T078,115,12,5,4,7,3,59,56,59,57,64,2,Medium Risk
MR0489,T065,232,12,5,2,8,4,69,78,72,72,53,2,Medium Risk
P1707,T012,459,26,1,15,35,8,22,77,50,98,34,0,High Risk
MR0501,T092,123,20,4,3,7,2,76,61,78,50,52,1,Medium Risk
P1300,T018,260,37,18,14,19,4,88,94,27,73,98,5,High Risk
P0133,T022,149,24,11,1,19,4,28,41,57,55,94,0,Medium Risk
LR0954,T069,317,48,3,1,5,0,94,87,94,96,90,0,Low Risk
MR0193,T053,83,18,6,3,8,4,74,57,55,55,58,1,Medium Risk
P0862,T079,70,25,0,1,38,10,86,93,97,84,51,2,Low Risk
P0844,T032,210,26,2,13,27,1,69,83,82,80,77,10,High Risk
P1802,T037,433,23,1,7,9,9,59,42,73,21,86,1,High Risk
P1629,T052,138,45,11,4,15,9,81,92,89,79,73,0,Medium Risk
P1994,T021,441,27,3,1,13,8,53,97,83,84,15,10,High Risk
LR0589,T084,451,48,1,1,4,0,95,91,86,82,90,1,Low Risk
P0270,T087,419,32,24,11,26,7,66,33,92,81,70,10,High Risk
P0630,T095,361,21,13,3,40,5,54,53,37,88,27,3,Medium Risk
P1731,T050,184,55,23,2,19,6,64,34,98,41,60,3,High Risk
P1034,T083,376,8,6,4,16,3,35,50,72,94,96,0,Low Risk
LR0315,T038,331,49,3,1,4,1,99,89,88,100,91,1,Low Risk
P0287,T023,229,24,10,2,29,6,53,72,57,23,55,6,High Risk
P1327,T045,52,22,17,4,36,4,93,43,24,72,24,7,High Risk
LR0930,T051,466,46,2,0,3,1,95,87,100,98,82,1,Low Risk
P0301,T064,492,30,12,2,32,6,62,80,97,57,86,0,Medium Risk
MR0166,T077,249,14,10,5,5,2,58,61,71,61,56,2,Medium Risk
LR0888,T084,422,28,0,1,3,1,91,93,82,94,80,1,Low Risk
MR0589,T056,207,20,9,4,9,2,69,77,65,77,82,1,Medium Risk
P1448,T009,188,49,15,11,16,5,98,91,66,74,15,10,High Risk
P1473,T050,430,47,21,13,29,9,87,38,43,32,58,0,High Risk
LR0818,T025,425,40,1,0,2,1,95,82,88,80,87,0,Low Risk
LR0770,T045,433,40,3,1,8,1,90,94,87,90,81,0,Low Risk
P1187,T092,253,10,21,11,4,0,57,56,57,70,93,0,High Risk
P0066,T002,92,9,16,13,26,5,65,33,84,49,97,4,High Risk
LR0941,T013,374,47,2,1,6,1,90,90,100,96,86,0,Low Risk
P1881,T086,295,48,6,10,10,10,32,88,47,26,51,9,High Risk
P0891,T089,122,42,15,1,25,6,93,95,75,26,19,3,Medium Risk
MR0076,T036,87,20,9,3,19,4,57,58,52,72,60,3,Medium Risk
MR0467,T045,241,23,7,4,8,4,79,61,64,78,69,1,Medium Risk
P1767,T089,453,54,5,10,6,3,86,37,98,87,13,9,High Risk
LR0511,T081,381,20,0,1,4,0,93,87,94,86,86,0,Low Risk
LR0105,T089,226,33,0,0,6,1,86,94,93,86,97,0,Low Risk
LR0009,T010,364,25,0,0,4,1,98,82,88,100,88,1,Low Risk
P0231,T003,266,4,15,6,26,10,66,89,56,82,18,1,High Risk
P0504,T089,41,4,0,11,27,6,27,32,84,100,70,10,High Risk
LR0096,T080,286,55,3,0,7,0,87,80,91,85,87,0,Low Risk
LR0749,T040,272,21,1,0,5,1,91,87,81,80,83,0,Low Risk
P0381,T049,420,37,25,10,40,5,88,69,32,81,11,2,High Risk
MR0036,T020,181,23,8,3,10,1,76,72,60,50,55,3,Medium Risk
P1526,T013,218,26,6,15,25,5,66,61,64,68,83,8,High Risk
MR0044,T087,177,11,5,2,14,2,74,72,62,61,73,1,Medium Risk
LR0116,T100,404,36,2,0,6,1,94,100,96,87,100,1,Low Risk
P1005,T038,120,6,18,14,27,0,46,76,76,30,46,0,High Risk
P1958,T073,227,4,14,2,22,3,55,58,59,86,59,10,High Risk
P0837,T046,72,52,13,12,34,3,80,33,46,65,64,6,High Risk
LR0378,T007,228,29,1,1,7,1,95,99,91,81,89,1,Low Risk
P0375,T075,332,4,10,9,30,0,70,40,23,48,61,9,High Risk
LR0751,T014,330,30,0,0,0,1,100,90,90,88,87,0,Low Risk
LR0799,T060,366,28,3,0,7,0,93,85,88,97,91,0,Low Risk
LR0937,T096,381,38,2,0,2,1,86,80,90,93,85,0,Low Risk
P0940,T056,288,17,10,7,8,2,63,68,51,74,93,5,Medium Risk
P1322,T035,405,60,14,2,13,8,32,81,79,29,66,5,High Risk
MR0556,T080,203,16,7,2,8,1,68,72,79,52,67,2,Medium Risk
MR0400,T037,205,21,5,4,15,2,61,57,69,53,55,4,Medium Risk
LR0506,T053,369,33,2,1,4,0,94,99,92,91,90,0,Low Risk
P0530,T010,364,48,18,6,8,10,25,34,95,31,82,1,High Risk
MR0047,T020,110,22,10,2,6,3,72,74,51,52,65,2,Medium Risk
P0637,T097,76,2,5,8,12,1,65,61,72,63,18,5,Medium Risk
P1270,T014,366,57,13,11,27,10,88,48,23,81,88,6,High Risk
P0186,T013,248,11,20,13,2,3,89,93,73,97,71,7,High Risk
LR0507,T023,281,54,0,0,0,0,87,82,91,100,93,1,Low Risk
LR0625,T037,211,26,1,0,1,0,100,88,83,84,89,1,Low Risk
LR0267,T062,334,42,3,1,0,0,90,88,99,96,84,1,Low Risk
P1798,T040,411,26,2,0,27,6,91,70,23,39,93,2,Low Risk
P1442,T076,21,7,0,5,18,4,30,72,48,81,90,0,Low Risk
P1536,T001,413,17,3,10,36,4,24,93,25,43,73,4,High Risk
P1274,T040,484,46,0,5,24,3,99,81,73,58,43,0,Low Risk
P0608,T046,199,51,17,8,24,2,47,59,28,64,93,7,High Risk
P1713,T077,148,28,3,9,19,0,46,36,51,72,24,2,Medium Risk
MR0971,T004,231,21,4,2,13,2,67,72,79,52,71,3,Medium Risk
LR0549,T040,486,38,0,1,3,0,86,82,83,82,94,0,Low Risk
MR0251,T067,119,10,5,5,14,2,69,72,55,72,73,1,Medium Risk
MR0631,T053,107,14,6,4,20,3,74,79,72,75,58,1,Medium Risk
MR0348,T076,111,10,8,4,14,2,77,80,52,73,80,1,Medium Risk
P1978,T086,393,40,14,3,3,10,91,84,71,41,75,3,High Risk
P0159,T085,52,34,9,13,40,3,20,42,57,45,40,2,High Risk
P1749,T030,397,38,4,9,1,2,82,32,41,50,88,4,Medium Risk
LR0321,T044,429,44,1,0,6,0,100,83,88,80,100,1,Low Risk
P0903,T025,345,29,4,14,10,8,75,32,54,66,80,9,High Risk
P0353,T064,20,31,15,4,17,4,57,51,70,30,76,6,High Risk
P1231,T001,212,58,4,10,30,3,45,62,47,36,89,2,High Risk
MR0480,T005,204,13,10,4,17,4,65,71,64,65,66,1,Medium Risk
P0445,T058,438,29,16,4,17,8,61,44,53,63,41,3,High Risk
MR0916,T097,169,10,6,5,18,1,74,73,57,51,76,3,Medium Risk
P0755,T040,484,43,18,8,14,10,23,41,28,71,52,2,High Risk
P1738,T028,205,9,23,8,40,6,80,38,41,57,48,6,High Risk
MR0960,T004,83,23,4,3,8,4,62,66,66,66,73,4,Medium Risk
P0312,T094,171,33,7,7,27,7,100,93,22,62,31,8,High Risk
P0549,T060,190,21,21,0,36,3,97,82,31,57,86,4,Medium Risk
LR0647,T071,407,31,1,0,2,1,98,95,92,93,82,1,Low Risk
LR0885,T052,386,44,3,1,0,0,85,90,80,87,98,1,Low Risk
P0307,T076,69,9,7,10,14,2,72,51,92,43,65,4,High Risk
P0695,T094,227,14,19,13,24,10,29,38,45,76,19,3,High Risk
P1928,T082,218,6,19,4,40,6,28,63,68,90,96,2,High Risk
MR0071,T029,101,21,5,3,5,3,66,72,58,73,70,2,Medium Risk
P0750,T056,85,5,23,2,0,10,68,70,43,97,30,0,High Risk
P1267,T067,354,44,9,3,19,0,45,52,74,37,95,9,Medium Risk
LR0154,T037,265,34,1,0,2,0,89,85,88,100,88,1,Low Risk
LR0518,T018,460,22,3,1,8,0,99,100,93,92,85,0,Low Risk
P0971,T089,440,5,10,2,40,6,38,78,82,43,12,6,High Risk
P0014,T011,412,6,0,11,31,5,31,93,99,25,78,9,High Risk
P0874,T031,256,49,18,12,20,2,66,54,33,54,68,1,High Risk
P0809,T088,323,32,2,2,9,3,66,32,87,98,59,1,Low Risk
P0515,T035,142,50,15,5,31,6,36,94,52,41,77,10,High Risk
MR0194,T064,80,11,6,3,13,1,61,65,52,79,70,1,Medium Risk
P0410,T091,413,10,11,15,7,2,63,64,29,58,48,0,High Risk
LR0381,T098,332,26,1,0,4,0,100,98,92,87,92,1,Low Risk
MR0265,T034,159,10,10,3,8,3,59,63,77,71,78,3,Medium Risk
P0208,T002,90,11,14,15,8,5,26,37,29,70,13,4,High Risk
LR0111,T004,480,59,2,1,8,1,85,85,97,95,86,0,Low Risk
P0459,T010,314,47,24,11,35,0,45,98,99,64,64,0,High Risk
MR0581,T007,120,18,10,4,8,1,72,63,77,71,58,2,Medium Risk
LR0407,T064,335,25,1,0,1,1,100,86,92,98,100,0,Low Risk
LR0900,T034,250,39,2,1,5,0,92,82,94,88,87,1,Low Risk
LR0459,T092,402,41,1,0,6,1,96,96,84,86,91,0,Low Risk
LR0642,T051,346,48,3,1,4,1,90,89,94,89,87,1,Low Risk
P1884,T074,258,48,9,6,25,6,33,100,57,60,14,6,High Risk
P1714,T034,51,11,12,14,29,10,40,79,72,74,95,1,High Risk
LR0590,T093,283,34,1,0,8,0,93,93,91,100,99,0,Low Risk
LR0230,T070,434,38,1,1,3,0,99,83,93,85,89,1,Low Risk
P0553,T094,282,41,24,1,10,10,30,40,79,72,17,8,High Risk
MR0709,T005,148,15,6,2,19,4,68,71,63,69,50,2,Medium Risk
MR0638,T099,201,20,8,3,9,3,69,66,61,59,64,3,Medium Risk
P1926,T042,84,38,7,11,33,10,48,48,40,46,49,8,High Risk
P0635,T069,320,8,22,6,0,1,99,53,60,67,64,10,High Risk
MR0676,T064,235,15,10,4,8,1,72,61,61,80,75,3,Medium Risk
P0317,T049,12,47,5,13,14,8,89,76,78,23,91,7,High Risk
MR0506,T068,87,19,5,5,19,3,63,65,73,57,66,1,Medium Risk
MR0524,T086,191,18,6,5,9,4,63,70,78,69,85,2,Medium Risk
P1329,T032,414,39,8,1,6,4,58,60,31,32,41,0,Low Risk
P0428,T077,81,14,6,0,2,0,77,40,72,64,99,1,Low Risk
MR0209,T005,175,20,6,3,20,4,62,59,80,64,50,3,Medium Risk
P0106,T050,475,35,3,11,11,5,36,57,20,87,58,0,Medium Risk
P0143,T052,115,59,24,5,9,10,94,57,79,26,49,0,High Risk
LR0185,T024,308,59,3,0,1,0,95,90,95,87,84,0,Low Risk
MR0269,T078,217,17,7,3,6,2,64,74,61,53,51,3,Medium Risk
LR0237,T009,396,52,1,0,6,0,98,93,85,96,91,0,Low Risk
P1950,T081,184,45,5,1,18,7,44,53,45,45,50,8,High Risk
MR0551,T006,159,19,9,3,10,4,78,75,70,57,68,4,Medium Risk
MR0725,T023,130,14,7,3,19,1,65,66,60,57,71,1,Medium Risk
LR0758,T039,416,22,0,1,3,1,87,98,88,93,80,1,Low Risk
MR0930,T049,103,17,7,4,9,2,57,80,52,67,55,4,Medium Risk
P1952,T035,343,5,11,8,9,8,26,45,33,85,19,7,High Risk
LR0680,T009,401,35,3,1,6,1,90,85,87,96,96,0,Low Risk
LR0918,T090,292,32,0,1,0,0,100,90,85,80,93,0,Low Risk
LR0286,T065,226,40,3,1,8,0,99,89,84,98,85,1,Low Risk
P1110,T085,316,47,14,5,38,3,75,50,33,56,66,7,High Risk
LR0356,T100,255,21,0,1,4,0,85,97,85,81,87,1,Low Risk
P0592,T084,26,7,15,1,15,10,47,84,44,99,34,3,High Risk
MR0711,T022,183,17,6,5,8,3,77,64,67,58,50,3,Medium Risk
P1577,T062,330,57,12,9,6,3,40,43,44,45,100,9,High Risk
LR0588,T030,369,28,3,1,0,0,96,97,82,92,97,0,Low Risk
P0214,T007,225,45,0,10,26,5,60,58,22,57,33,8,High Risk
P0779,T073,183,21,18,3,19,7,99,30,28,39,64,3,High Risk
MR0032,T005,153,18,4,4,16,3,71,75,61,65,58,4,Medium Risk
LR0466,T042,458,33,2,0,8,1,88,95,86,97,81,0,Low Risk
LR0044,T092,484,34,0,0,0,1,94,96,86,81,83,1,Low Risk
MR0288,T087,244,22,8,4,11,4,56,58,78,62,61,2,Medium Risk
LR0299,T088,489,46,1,1,6,0,98,94,80,99,90,0,Low Risk
LR0502,T056,384,58,2,0,5,1,91,96,93,87,94,0,Low Risk
P1568,T068,448,31,10,5,28,4,47,91,42,51,74,0,Medium Risk
MR0024,T094,192,21,4,4,16,1,59,58,62,63,72,4,Medium Risk
MR0544,T019,185,11,10,4,5,2,61,77,52,52,68,2,Medium Risk
LR0354,T091,304,60,2,0,0,1,90,85,84,96,99,1,Low Risk
MR0609,T091,117,9,7,3,12,3,73,57,73,60,54,3,Medium Risk
P1344,T059,93,6,12,2,26,1,26,84,79,86,45,6,Medium Risk
LR0014,T076,478,55,2,0,5,0,100,86,85,86,97,1,Low Risk
P0274,T025,59,49,19,9,24,3,25,43,20,21,79,9,High Risk
P0072,T092,248,60,19,13,16,5,74,65,90,95,30,2,High Risk
P1088,T090,372,32,25,15,5,4,85,51,52,54,23,3,High Risk
P0395,T029,239,10,22,15,23,5,41,54,65,70,53,8,High Risk
P0584,T008,339,26,1,6,9,9,64,43,95,99,100,6,High Risk
MR0867,T014,241,15,9,3,18,1,62,74,70,61,76,1,Medium Risk
LR0718,T100,392,59,1,0,8,0,91,97,90,96,90,0,Low Risk
MR0826,T040,190,9,7,2,16,1,78,70,50,50,57,2,Medium Risk
MR0649,T050,124,25,8,2,7,2,61,63,55,59,80,4,Medium Risk
LR0612,T072,213,44,3,0,1,1,99,100,96,90,83,1,Low Risk
LR0319,T045,248,49,1,1,1,1,99,84,95,98,96,0,Low Risk
P1764,T038,482,22,10,10,28,7,24,99,61,56,11,7,High Risk
MR0011,T087,80,21,9,3,13,2,71,72,69,53,55,1,Medium Risk
P1260,T061,162,56,25,6,12,4,76,52,88,92,56,4,High Risk
P0527,T030,313,55,6,8,1,6,27,42,62,46,47,4,High Risk
P0378,T093,279,39,23,5,38,3,33,50,97,50,45,0,High Risk
P1560,T015,104,31,13,12,29,5,25,60,84,64,16,5,High Risk
LR0508,T038,236,31,3,0,2,0,88,85,89,83,88,1,Low Risk
P1964,T059,80,32,11,5,40,0,45,69,35,22,61,9,High Risk
MR0569,T090,141,21,8,3,19,3,63,80,51,52,83,2,Medium Risk
P0349,T055,124,43,18,8,25,0,34,44,72,90,87,4,High Risk
MR0140,T018,219,15,5,3,16,3,70,69,67,51,63,1,Medium Risk
P1710,T056,482,2,25,8,34,8,50,34,88,52,76,10,High Risk
P1051,T020,251,13,8,15,35,1,37,78,42,88,54,1,High Risk
P0591,T042,380,57,5,2,2,10,27,90,72,31,56,8,High Risk
P0520,T020,230,41,19,10,37,0,56,94,86,25,12,7,High Risk
MR0673,T079,134,24,4,3,5,4,68,75,66,51,72,3,Medium Risk
LR0700,T086,296,55,2,1,0,1,90,96,86,94,97,0,Low Risk
P1084,T002,162,54,19,7,17,4,25,64,34,59,28,10,High Risk
LR0357,T100,271,38,2,1,8,0,95,99,92,97,83,0,Low Risk
MR0997,T084,88,20,6,4,16,3,65,65,52,72,71,2,Medium Risk
P1810,T016,57,57,3,8,21,5,21,57,52,94,49,5,High Risk
MR0878,T068,160,17,6,5,20,2,69,74,60,67,66,4,Medium Risk
P0793,T014,387,28,20,5,3,4,81,83,35,27,16,2,High Risk
MR0808,T051,216,8,9,5,6,4,77,66,55,65,85,4,Medium Risk
P1981,T052,256,25,16,6,12,5,62,71,37,36,17,6,High Risk
LR0556,T034,495,36,3,0,8,0,87,97,93,94,90,0,Low Risk
LR0222,T033,461,21,3,1,6,1,89,84,84,100,93,1,Low Risk
P1531,T079,326,44,4,15,35,8,30,81,35,79,51,0,High Risk
P1411,T089,124,13,7,8,5,6,87,33,21,56,47,0,Medium Risk
LR0916,T020,335,48,1,0,8,0,90,88,89,93,83,0,Low Risk
MR0164,T055,146,17,10,2,8,4,59,62,53,76,85,4,Medium Risk
P0084,T059,62,37,9,1,5,8,81,67,45,87,82,8,High Risk
MR0137,T068,120,18,9,4,10,3,72,61,78,60,67,3,Medium Risk
P0021,T066,102,14,23,2,15,5,81,46,89,85,15,0,Medium Risk
LR0245,T065,320,27,0,0,6,0,91,100,99,90,83,0,Low Risk
P1563,T014,149,17,4,3,33,2,62,100,22,26,86,8,Medium Risk
P0974,T089,440,41,21,5,18,6,69,63,81,61,31,6,High Risk
P1711,T076,278,53,15,9,11,2,30,72,55,100,54,0,Medium Risk
LR0600,T017,425,21,3,0,6,0,94,82,98,81,88,1,Low Risk
P1099,T092,490,55,21,1,24,0,56,67,73,20,15,3,Medium Risk
LR0741,T092,450,49,2,0,0,0,88,100,91,83,95,0,Low Risk
P0887,T033,161,17,15,7,9,8,24,71,81,70,51,7,High Risk
LR0417,T098,433,22,2,0,1,0,85,100,94,94,94,1,Low Risk
MR0086,T013,215,9,8,5,11,3,68,66,60,67,76,2,Medium Risk
MR0363,T038,198,17,7,3,8,4,69,78,69,50,52,3,Medium Risk
P0738,T091,299,14,14,12,30,2,81,40,20,74,60,0,High Risk
P1454,T094,287,52,13,1,36,10,59,58,62,81,66,6,High Risk
LR0973,T011,489,59,2,1,2,0,95,96,93,97,95,0,Low Risk
MR0526,T084,96,18,9,4,6,2,65,68,61,80,78,3,Medium Risk
LR0127,T080,252,51,1,1,5,0,94,99,98,89,95,0,Low Risk
P0907,T025,422,16,1,3,40,9,44,54,44,100,66,4,Medium Risk
LR0400,T030,433,55,2,0,5,0,87,85,86,99,84,0,Low Risk
LR0933,T047,491,37,1,1,2,1,91,82,80,92,98,0,Low Risk
P0948,T044,400,58,19,6,8,9,20,65,87,21,13,9,High Risk
LR0499,T007,385,47,2,1,5,1,99,92,80,80,91,1,Low Risk
LR0893,T045,433,43,2,1,0,0,96,85,99,83,88,0,Low Risk
P0716,T027,362,34,4,9,39,6,64,70,58,38,94,4,High Risk
LR0650,T038,285,23,2,0,1,0,89,85,89,100,100,0,Low Risk
P0687,T092,481,34,25,0,23,6,75,50,22,54,57,8,High Risk
MR0411,T036,121,11,6,3,20,3,69,62,68,78,54,4,Medium Risk
LR0942,T098,425,56,0,1,0,1,99,88,99,83,85,0,Low Risk
MR0966,T043,103,18,6,5,13,3,74,59,71,55,61,1,Medium Risk
P0886,T093,231,5,0,14,3,8,54,39,70,23,17,10,High Risk
P0918,T004,168,40,20,14,5,9,49,63,83,91,80,8,High Risk
LR0463,T004,485,50,0,1,7,0,85,87,83,93,83,1,Low Risk
MR0660,T034,244,23,7,5,11,4,68,73,66,75,65,4,Medium Risk
P1266,T061,111,55,9,3,2,7,34,82,33,92,63,4,Medium Risk
P0484,T050,158,1,10,10,34,6,66,40,70,69,77,10,High Risk
LR0991,T050,414,21,1,0,2,0,95,86,84,97,84,1,Low Risk
MR0455,T056,224,19,4,4,11,2,71,65,57,53,75,4,Medium Risk
P0278,T046,255,31,1,5,34,4,84,94,78,74,46,10,Medium Risk
P0989,T086,295,2,19,3,30,0,93,45,69,23,47,3,Medium Risk
LR0085,T089,347,21,1,1,5,0,92,100,90,81,85,0,Low Risk
P1246,T024,98,58,12,11,29,4,79,97,36,95,44,4,High Risk
P0572,T021,159,3,20,13,26,9,99,90,78,25,85,8,High Risk
P1436,T096,166,56,21,8,11,0,20,81,46,28,15,5,High Risk
P0994,T003,134,6,3,14,7,6,40,58,100,84,77,3,High Risk
MR0296,T063,219,18,5,4,17,1,58,63,50,75,76,3,Medium Risk
LR0261,T077,273,25,0,0,1,0,98,85,93,97,87,1,Low Risk
P0586,T032,309,59,9,15,10,2,95,59,39,57,68,7,High Risk
P1350,T014,192,12,8,14,12,0,76,43,61,48,42,7,High Risk
P1008,T045,78,9,23,4,38,0,93,54,81,72,67,1,Medium Risk
P0675,T044,228,51,18,14,30,8,77,80,37,54,81,9,High Risk
P0448,T021,281,29,14,10,11,4,67,43,72,41,45,0,High Risk
MR0889,T072,219,10,6,2,5,3,70,67,58,61,79,3,Medium Risk
LR0995,T049,483,42,2,0,4,0,89,83,93,100,80,1,Low Risk
LR0065,T064,368,39,2,1,3,0,93,80,92,100,89,1,Low Risk
MR0161,T015,101,22,7,5,10,3,55,76,57,75,62,4,Medium Risk
LR0501,T002,312,38,1,1,8,1,98,91,90,86,89,0,Low Risk
P1691,T006,61,43,5,12,3,1,82,69,91,43,45,0,Medium Risk
MR0298,T043,127,15,9,2,11,3,65,66,71,77,84,1,Medium Risk
P1248,T092,76,47,15,6,7,7,89,48,89,90,36,1,High Risk
P1986,T059,223,38,10,8,11,3,78,95,68,28,91,7,High Risk
P0295,T020,270,36,4,6,6,2,39,73,60,40,86,8,High Risk
P1548,T050,162,5,21,2,29,5,95,44,46,44,27,5,High Risk
LR0013,T014,377,49,3,0,4,0,85,81,92,81,94,0,Low Risk
P0589,T011,454,15,15,15,19,8,21,51,29,24,21,7,High Risk
LR0130,T029,431,52,1,0,1,1,88,84,83,89,90,1,Low Risk
MR0062,T091,220,24,10,2,20,3,64,77,62,79,70,2,Medium Risk
P0426,T013,281,31,17,14,32,2,25,40,83,29,63,7,High Risk
P1055,T069,269,34,11,8,17,6,43,68,94,32,48,3,High Risk
MR0321,T077,117,23,7,3,14,4,70,55,60,61,82,2,Medium Risk
P0557,T007,43,56,4,13,39,10,56,74,29,40,59,3,High Risk
MR0533,T048,112,14,10,5,13,1,56,56,69,79,64,4,Medium Risk
LR0576,T081,453,40,2,1,1,0,97,82,83,95,93,1,Low Risk
MR0542,T002,223,12,5,2,13,1,71,56,74,56,66,2,Medium Risk
MR0539,T014,187,14,10,5,14,1,58,80,69,58,73,2,Medium Risk
LR0697,T023,469,59,3,0,8,0,92,83,80,86,86,1,Low Risk
P1194,T027,432,41,11,7,19,0,53,40,94,99,96,2,Medium Risk
P1717,T099,149,41,9,6,23,5,96,39,82,79,57,6,High Risk
MR0157,T027,163,21,5,5,6,4,68,66,53,58,72,2,Medium Risk
MR0605,T054,89,24,5,4,14,2,69,62,56,75,76,1,Medium Risk
MR0923,T047,191,18,9,2,5,3,66,69,59,76,56,2,Medium Risk
LR0458,T098,335,37,2,0,4,1,100,86,98,88,83,0,Low Risk
P1286,T049,163,21,7,6,12,5,67,87,51,88,39,7,High Risk
MR0464,T028,114,22,9,5,16,4,77,64,53,51,81,2,Medium Risk
LR0581,T050,445,29,2,1,4,1,99,88,95,83,92,1,Low Risk
MR0189,T049,104,9,6,4,14,1,58,63,77,54,60,1,Medium Risk
LR0088,T065,294,22,3,1,8,0,92,88,91,80,90,0,Low Risk
P1890,T048,116,53,17,3,16,6,70,62,33,67,22,2,High Risk
P1592,T084,270,27,9,12,24,10,95,41,74,52,80,8,High Risk
MR0525,T013,130,15,5,4,6,1,57,60,73,55,72,3,Medium Risk
LR0163,T059,465,21,3,0,1,1,87,87,97,92,81,0,Low Risk
MR0188,T009,196,21,7,3,15,4,72,78,58,67,55,2,Medium Risk
LR0272,T029,242,32,1,1,0,0,94,86,84,84,95,0,Low Risk
MR0217,T032,137,10,6,2,12,1,58,75,76,76,84,2,Medium Risk
P1138,T044,33,41,10,14,37,9,44,95,74,69,19,9,High Risk
MR0336,T015,88,16,6,4,18,1,66,72,77,79,56,3,Medium Risk
MR0761,T018,181,24,6,4,20,1,71,71,75,67,78,3,Medium Risk
MR0781,T055,136,17,9,5,16,2,67,67,51,63,75,2,Medium Risk
P1712,T051,100,53,10,4,39,0,65,81,69,93,90,3,Low Risk
MR0619,T032,137,19,8,2,10,3,69,79,66,65,80,2,Medium Risk
P0454,T057,471,26,17,15,7,3,25,54,90,80,93,9,High Risk
P0914,T063,101,23,16,7,3,5,20,36,26,39,67,6,High Risk
LR0670,T005,428,56,3,1,8,1,94,86,91,91,91,1,Low Risk
P1200,T008,267,2,0,2,34,8,22,98,62,86,33,7,Medium Risk
P1275,T043,110,13,23,10,39,9,38,91,45,78,37,9,High Risk
P0038,T004,451,47,16,4,21,8,75,32,39,62,59,3,High Risk
P0975,T007,198,34,20,10,5,7,20,59,73,39,97,7,High Risk
P0984,T062,211,28,7,8,8,1,34,83,87,87,76,4,Medium Risk
LR0663,T024,444,59,0,1,6,0,87,90,83,91,93,0,Low Risk
P1419,T072,197,33,10,2,20,9,75,87,96,50,88,10,High Risk
P1561,T094,236,44,15,10,6,3,64,85,90,93,69,4,High Risk
P0040,T034,472,27,0,12,16,9,32,84,80,27,85,10,High Risk
P1487,T014,320,21,7,10,11,7,22,48,38,20,47,10,High Risk
LR0543,T074,340,25,1,1,8,1,96,86,87,99,98,0,Low Risk
P0170,T051,115,44,8,8,3,0,62,47,72,86,86,4,Medium Risk
P1356,T034,380,34,13,14,3,1,87,90,65,26,38,0,High Risk
